U10	280.92	27.18	270.00	MAX31855KASA+	21-0041B_8
U11	289.56	27.30	270.00	MAX31855KASA+	21-0041B_8
U12	298.20	27.18	270.00	MAX31855KASA+	21-0041B_8
U2	22.10	27.18	270.00	MAX31855KASA+	21-0041B_8
U3	30.73	27.30	270.00	MAX31855KASA+	21-0041B_8
U4	39.37	27.18	270.00	MAX31855KASA+	21-0041B_8
U5	142.24	27.18	270.00	MAX31855KASA+	21-0041B_8
U6	151.64	27.18	270.00	MAX31855KASA+	21-0041B_8
U7	160.27	27.30	270.00	MAX31855KASA+	21-0041B_8
U8	168.91	27.18	270.00	MAX31855KASA+	21-0041B_8
U9	271.53	27.18	270.00	MAX31855KASA+	21-0041B_8
